year,province,region,popi,gdpk,educ_hsch,educ_coll,prisons_total,prisons_closed,prisons_open,prisons_semiopen,prisons_juvenile,cr_educ_total,cr_educ_illiterate,cr_educ_litnoschool,cr_educ_primaryfour,cr_educ_primaryeight,cr_educ_juniorhs,cr_educ_hs,cr_educ_uni,cr_educ_unknown,cd_type_total,cr_type_total,cd_type_homicide,cr_type_homicide,cd_type_assault,cr_type_assault,cd_type_sexual,cr_type_sexual,cd_type_kidnapping,cr_type_kidnapping,cd_type_defamation,cr_type_defamation,cd_type_theft,cr_type_theft,cd_type_robbery,cr_type_robbery,cd_type_swindling,cr_type_swindling,cd_type_drugspc,cr_type_drugspc,cd_type_drugsuse,cr_type_drugsuse,cd_type_forgery,cr_type_forgery,cd_type_badtreatment,cr_type_badtreatment,cd_type_embezzlement,cr_type_embezzlement,cd_type_bribery,cr_type_bribery,cd_type_smuggling,cr_type_smuggling,cd_type_traffic,cr_type_traffic,cd_type_forestry,cr_type_forestry,cd_type_arms,cr_type_arms,cd_type_bankruptcy,cr_type_bankruptcy,cd_type_military,cr_type_military,cd_type_cheque,cr_type_cheque,cd_type_threat,cr_type_threat,cd_type_propertydamage,cr_type_propertydamage,cd_type_performanceprevention,cr_type_performanceprevention,cd_type_familyprotection,cr_type_familyprotection,cd_type_other,cr_type_other,cd_type_unknown,cr_type_unknown,loc_mayors,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75,vs_akp,vs_chp,vs_mhp,vs_hdp,ms_akp,ms_chp,ms_mhp
2001,tunceli,dogu,90878.5,2616,19703.5,3716.375,3,3,0,0,0,83,7,5,44,0,15,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,24,7,14,0,13,7,8.460000000000001,6,1,0,2,1,0,0,0,2,1,0,1,0,0,0,0,0,0,,,,,,,
2002,tunceli,dogu,88173,2987,19577,3739.75,2,2,0,0,0,77,2,1,41,0,15,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,25,4,13,3,4,10,10.85,6,3,0,1,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,2,7,11,,,
2003,tunceli,dogu,85467.5,4033,19450.5,3763.125,2,2,0,0,0,81,4,3,40,0,19,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,30,10,18,2,7,9,10.82,6,3,0,2,2,0,0,1,0,1,0,2,0,1,0,0,0,0,39,22,7,11,,,
2004,tunceli,dogu,82762,4543,19324,3786.5,2,2,0,0,0,86,3,1,47,0,19,13,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.07,21,10,17,2,5,10,6,3,2,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,39,22,7,11,.5,.30000001,0
2005,tunceli,dogu,80056.5,5516,19197.5,3809.875,1,1,0,0,0,26,2,2,12,0,2,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,22,7,16,5,2,12,17.96,12,3,0,0,4,1,1,0,2,3,0,2,0,1,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,tunceli,dogu,77351,5813,19071,3833.25,1,1,0,0,0,87,2,2,39,0,25,17,2,0,72,87,1,4,7,6,1,0,0,0,1,1,5,5,0,1,6,5,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,33,8,9,0,0,0,0,0,0,0,0,0,0,14,18,0,0,,1.29,25,16,16,9,5,8,9.550000000000001,5,3,0,1,2,0,0,1,0,1,0,1,1,0,0,0,1,0,39,22,7,11,.66666669,.30769232,0
2007,tunceli,dogu,74645.5,7263,18944.5,3856.625,1,1,0,0,0,100,1,4,47,5,14,29,0,0,98,100,2,1,8,13,0,0,0,0,3,3,4,4,0,0,2,3,0,2,0,0,1,2,3,4,0,0,0,1,0,0,1,1,0,0,1,0,40,40,11,6,0,0,0,0,0,0,0,0,0,0,22,20,0,0,,1.36,24,17,25,2,8,9,2.38,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,.66666669,.30769232,0
2008,tunceli,dogu,71940,8089,18818,3880,1,1,0,0,0,54,0,3,22,3,2,23,1,0,41,54,2,3,14,15,0,4,0,0,2,0,3,3,0,0,0,0,1,6,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,,1.03,15,16,16,5,8,1,5.87,3,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,46,29,7,11,.66666669,.30769232,0
2009,tunceli,dogu,69197,7273,17352,5032,1,1,0,0,0,53,0,2,16,17,2,10,5,1,47,53,0,2,7,13,1,2,0,0,2,4,1,1,0,0,1,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,2,1,12,14,0,0,0,0,0,0,0,0,0,0,12,10,0,0,10,1.12,18,13,19,5,9,2,12.98,10,1,0,1,5,0,0,3,0,1,0,1,0,0,0,0,0,0,46,29,7,11,.2,.2,0
2010,tunceli,dogu,63308,9412,16673,4710,1,1,0,0,0,79,0,2,12,29,4,26,0,6,63,79,5,11,11,8,1,0,0,0,1,2,2,2,1,4,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,3,0,0,1,1,1,1,3,4,16,20,0,0,0,0,0,0,0,0,0,0,13,19,0,0,,1.56,31,12,33,3,12,5,16.27,10,3,0,4,1,1,2,0,0,2,0,1,1,1,0,0,0,0,46,29,7,11,.64102566,.35897437,0
2011,tunceli,dogu,72199,9463,19919,7072,1,1,0,0,0,56,0,4,10,14,5,18,1,4,44,56,2,2,8,8,0,0,0,0,1,1,3,2,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,4,8,6,1,1,0,0,0,0,0,0,0,0,13,26,0,0,,1.16,23,14,15,8,7,9,7.42,4,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,11,.64102566,.35897437,0
2012,tunceli,dogu,73708,9724,20003,7654,2,2,0,0,0,69,3,0,8,14,10,29,1,4,83,69,9,5,10,13,1,1,0,0,2,2,3,5,7,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,8,8,4,3,0,0,0,0,0,0,0,0,0,0,31,27,0,0,,1.49,24,19,33,4,14,11,3.5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,39,28,10,11,.64102566,.35897437,0
2013,tunceli,dogu,72569,10482,19311,9384,1,1,0,0,0,197,0,6,49,51,17,63,8,3,187,197,7,2,51,62,5,8,0,1,6,7,16,22,1,0,1,2,1,4,7,6,2,2,0,0,0,0,0,0,1,1,3,3,4,3,6,6,1,1,0,0,0,0,11,10,14,12,10,7,12,13,28,25,0,0,,1.4,25,18,28,4,9,10,5.82,3,2,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,39,28,10,11,.64102566,.35897437,0
2014,tunceli,dogu,73608,10198,20286,10930,1,1,0,0,0,143,3,4,16,43,10,49,12,6,128,143,2,7,37,38,1,4,0,3,6,5,21,19,0,1,1,1,3,4,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,8,9,4,3,4,3,11,10,26,31,0,0,9,1.28,29,12,26,1,12,11,11.63,8,2,0,2,3,1,0,0,2,0,1,0,1,0,0,0,0,0,39,28,10,11,.11111111,.44444445,0
2015,tunceli,dogu,73463,9128,20389,12116,1,1,0,0,0,146,1,4,21,26,20,61,10,3,104,146,1,7,34,29,3,6,2,3,2,3,12,14,3,5,1,0,4,5,2,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,17,2,2,2,1,7,7,14,40,0,0,,1.54,30,12,35,9,20,8,6.95,5,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,.61538464,.35897437,.025641026
2016,tunceli,dogu,70133,9463,18855,12185,1,1,0,0,0,154,2,4,35,28,12,61,11,1,146,154,5,9,33,29,5,8,4,2,6,5,22,16,3,1,3,3,7,12,1,1,3,3,0,0,0,1,0,0,0,1,1,1,0,1,2,2,1,1,0,0,0,0,17,14,1,2,3,4,5,5,24,33,0,0,,1.62,32,16,37,8,16,8,10.7,7,2,0,1,2,1,0,0,1,2,0,0,0,0,1,0,0,1,43,27,8,12,.61538464,.35897437,.025641026
2017,tunceli,dogu,70464,9258,19315,12339,1,1,0,0,0,137,1,4,16,32,13,60,10,1,128,137,4,3,17,19,3,2,1,0,0,0,7,5,4,6,0,0,9,4,2,2,4,2,0,0,0,0,0,0,1,0,3,4,1,1,2,3,3,3,1,1,0,0,4,6,1,1,5,5,7,7,49,63,0,0,,1.55,34,11,32,2,11,8,8.5,6,1,0,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0,43,27,8,12,.61538464,.35897437,.025641026
2018,tunceli,dogu,75543,8161,21111,13936,1,1,0,0,0,194,2,3,24,60,20,66,19,0,154,194,3,11,44,44,3,4,0,2,1,3,10,14,3,6,0,1,6,9,9,7,0,0,1,1,0,0,0,0,1,1,9,8,1,1,2,2,2,3,8,9,0,0,7,10,3,1,1,1,4,5,35,51,1,0,,1.8,31,24,45,2,13,9,7.03,5,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,.61538464,.35897437,.025641026
2019,tunceli,dogu,71981,8423,20974,13815,1,1,0,0,0,226,1,4,24,28,59,77,33,0,239,226,9,12,51,46,3,2,7,6,5,2,15,16,4,4,2,2,8,10,7,8,0,1,1,1,1,0,0,0,2,4,9,9,1,1,6,5,4,3,23,16,0,0,11,8,2,2,5,5,3,5,60,58,0,0,9,1.65,25,22,38,1,16,18,6.94,4,2,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,,,,,.22222222,.55555558,0
2000,usak,ege,322313,2433,42996,11229,5,5,0,0,0,768,14,10,553,0,104,72,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1,1,0,1,1,0,1,0,1,1,1,0,2,0,0,,,,,,,
2001,usak,ege,314560.5,1710,43158,11580.875,5,5,0,0,0,737,21,15,566,0,67,59,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,226,189,217,52,69,85,1.55,4,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,
2002,usak,ege,306808,1922,43320,11932.75,5,5,0,0,0,562,17,9,413,0,68,48,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,221,123,203,65,78,69,.62,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,7,11,,,
2003,usak,ege,299055.5,2590,43482,12284.625,5,5,0,0,0,639,7,17,464,0,87,54,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,172,105,164,51,71,80,7.37,18,6,0,1,3,5,5,1,3,0,0,2,1,2,0,1,0,0,39,22,7,11,,,
2004,usak,ege,291303,4465,43644,12636.5,5,5,0,0,0,533,15,10,378,1,62,58,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2.25,149,87,181,41,74,64,4.89,9,7,0,1,3,1,0,2,0,2,0,2,3,2,0,0,0,0,39,22,7,11,.625,.25,.041666668
2005,usak,ege,283550.5,5248,43806,12988.375,5,4,1,0,0,336,10,7,250,0,36,29,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,147,82,136,60,72,82,6.07,14,6,0,0,4,2,3,0,2,3,0,1,0,2,1,0,1,1,39,22,7,11,.66666669,.30769232,0
2006,usak,ege,275798,5645,43968,13340.25,5,4,1,0,0,525,13,9,329,0,89,73,12,0,534,525,13,14,69,55,14,7,0,0,3,17,11,14,0,0,56,55,4,5,0,2,4,2,3,0,0,0,0,0,1,1,3,3,12,11,6,8,292,286,4,3,0,0,0,0,0,0,0,0,0,0,39,42,0,0,,2.04,121,79,156,45,67,60,2.72,7,2,0,3,1,1,0,2,0,0,0,0,1,0,0,0,1,0,39,22,7,11,.66666669,.30769232,0
2007,usak,ege,268045.5,6779,44130,13692.125,5,4,1,0,0,872,12,9,523,32,115,142,39,0,827,872,12,22,88,90,10,3,0,0,12,19,12,16,4,5,46,60,4,5,0,0,3,5,6,3,0,0,0,0,1,4,13,10,9,12,21,29,542,540,1,6,0,0,0,0,0,0,0,0,0,0,43,43,0,0,,2,125,81,155,41,54,62,5.1,7,10,0,1,0,3,0,1,0,2,0,1,2,1,0,4,0,1,2,1,0,11,.66666669,.30769232,0
2008,usak,ege,260293,8203,44292,14044,5,4,1,0,0,501,8,5,310,57,39,67,15,0,475,501,11,24,66,68,15,17,0,5,9,16,25,37,3,10,97,77,3,2,1,0,8,9,3,3,0,0,0,0,1,0,6,9,15,11,28,26,136,139,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,,2.42,172,108,201,41,71,63,5.09,9,8,0,3,5,1,0,0,0,0,1,0,0,4,0,0,1,2,46,29,7,11,.66666669,.30769232,0
2009,usak,ege,262653,6928,44544,18726,4,4,0,0,0,484,7,10,260,62,56,63,9,17,462,484,12,5,90,98,10,5,0,6,17,13,30,32,2,2,70,66,3,1,0,2,5,7,0,0,0,0,0,0,2,2,2,2,4,4,19,17,147,162,5,5,0,0,0,0,0,0,0,0,0,0,44,55,0,0,24,2.17,140,114,154,34,65,53,5.67,14,5,0,3,1,5,0,1,3,1,1,2,0,0,2,0,0,0,46,29,7,11,.41666666,.375,.083333336
2010,usak,ege,265453,8452,48386,19239,4,4,0,0,0,615,9,16,226,170,53,111,19,11,539,615,12,29,60,55,4,6,3,5,4,9,28,30,2,4,39,47,0,4,1,1,4,7,1,1,0,0,0,0,5,7,1,1,4,3,16,16,308,334,2,2,0,0,0,0,0,0,0,0,0,0,45,53,0,1,,2.29,165,112,165,27,66,64,5.05,7,10,0,1,3,2,1,0,0,0,0,3,5,0,0,0,1,1,46,29,7,11,.64102566,.35897437,0
2011,usak,ege,267962,9308,49890,22608,4,4,0,0,0,520,7,18,169,143,44,106,18,15,462,520,7,27,44,55,2,11,2,8,6,9,16,15,1,5,6,4,4,5,2,5,7,10,0,0,0,0,0,0,2,4,1,1,2,2,13,14,274,263,4,3,27,27,0,0,0,0,0,0,0,0,42,52,0,0,,2.17,141,112,188,31,73,51,6.2,16,5,0,1,3,6,3,0,1,2,0,2,0,1,1,1,0,0,2,1,0,11,.64102566,.35897437,0
2012,usak,ege,270859,9718,52724,23843,4,3,1,0,0,794,8,21,248,287,52,126,26,26,602,794,20,68,73,121,13,23,10,7,14,16,31,41,4,10,6,14,4,9,2,0,10,23,0,0,0,1,0,0,10,12,3,1,2,2,33,36,274,266,1,1,4,2,0,0,0,0,0,0,0,0,88,141,0,0,,2.37,186,113,192,38,55,62,8.800000000000001,22,8,1,6,3,2,4,2,3,0,2,3,1,0,0,0,1,1,39,28,10,11,.64102566,.35897437,0
2013,usak,ege,274329,10366,51921,26803,4,4,0,0,0,1198,15,49,348,402,89,227,41,27,1127,1198,44,54,265,243,16,34,6,17,38,35,112,150,10,25,13,15,15,31,7,10,53,48,0,0,2,3,2,2,21,18,4,4,1,2,63,53,185,188,0,0,0,0,58,61,45,36,12,13,23,23,132,133,0,0,,2.16,185,98,148,41,70,51,3.19,8,3,0,3,0,0,3,1,0,1,0,0,2,0,1,0,0,0,39,28,10,11,.64102566,.35897437,0
2014,usak,ege,276714,10021,53359,29295,4,4,0,0,0,1199,8,48,271,452,138,216,36,30,929,1199,37,83,181,173,20,52,25,29,25,23,93,159,12,34,20,26,21,79,9,6,34,48,0,0,1,2,0,0,5,4,10,9,3,2,22,22,208,204,0,0,0,0,56,66,24,23,9,8,28,28,86,119,0,0,12,2.28,175,116,181,40,84,70,5.17,17,1,2,3,2,5,2,1,0,2,0,0,0,0,0,0,1,0,39,28,10,11,.58333331,.41666666,0
2015,usak,ege,279274,8700,55065,32111,3,3,0,0,0,1071,13,39,255,381,109,224,36,14,851,1071,41,60,147,146,19,39,17,20,15,15,95,138,13,72,20,24,33,90,9,9,26,32,0,0,2,1,0,0,6,11,9,11,0,0,14,14,180,180,0,0,0,0,62,71,18,21,7,6,18,18,100,93,0,0,,2.12,170,103,179,31,70,65,5.41,13,6,0,2,1,6,3,1,0,0,0,2,1,1,1,0,1,0,1,1,1,0,.61538464,.35897437,.025641026
2016,usak,ege,282984,8775,59852,34223,3,3,0,0,0,1159,10,53,282,439,109,219,46,1,1268,1159,53,60,216,177,30,32,35,19,24,23,168,166,63,56,46,38,71,84,7,7,42,34,0,0,0,2,0,0,40,33,25,22,0,4,21,19,142,149,0,0,0,0,91,80,21,15,5,3,27,27,141,109,0,0,,1.9,143,78,166,46,80,46,4.78,15,2,0,5,2,2,3,1,1,1,0,0,1,1,0,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
2017,usak,ege,288066,8685,62387,35404,3,3,0,0,0,1313,4,46,251,559,143,255,50,5,1211,1313,33,60,209,202,23,32,21,19,18,20,141,146,42,61,34,35,70,115,17,19,49,54,0,0,2,3,0,0,17,19,24,25,6,6,22,19,183,175,0,0,0,0,86,85,21,18,18,18,33,33,142,149,0,0,,2.06,138,106,168,29,93,61,3.32,6,6,0,1,2,0,0,1,1,1,0,3,2,0,0,0,1,0,43,27,8,12,.61538464,.35897437,.025641026
2018,usak,ege,290994,7852,66634,37509,4,3,1,0,0,1361,2,24,215,568,196,263,83,10,1145,1361,36,65,196,194,31,32,18,18,32,29,134,164,40,72,44,54,49,114,27,28,36,38,0,0,2,2,1,0,21,27,34,37,3,3,18,15,155,151,0,0,0,0,67,71,23,22,14,14,26,26,137,184,1,1,,2.15,150,114,220,21,79,65,4.37,12,4,0,2,3,2,3,1,1,0,0,1,0,1,0,1,0,1,2,1,0,0,.61538464,.35897437,.025641026
2019,usak,ege,294274,7710,68524,39409,1,1,0,0,0,1540,4,25,199,378,448,333,145,8,1630,1540,43,52,251,234,19,32,23,26,50,32,206,156,48,61,55,49,64,116,43,32,41,33,0,0,0,1,0,0,22,24,97,76,1,1,40,31,160,154,0,0,0,0,146,109,19,18,34,25,36,39,230,239,2,0,11,2.36,159,148,244,21,77,59,2.44,7,2,0,1,2,3,0,0,0,1,0,1,0,0,0,1,0,0,,,,,.90909094,.090909094,0
2000,van,dogu,877524,1500,30665,15628,8,7,1,0,0,503,47,41,302,0,65,42,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,39,0,9,5,4,4,0,1,0,1,28,9,1,0,0,0,0,,,,,,,
2001,van,dogu,841350.125,1015,35101.875,15633.5,8,7,1,0,0,625,65,66,369,0,62,61,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.09,13,14,12,5,14,5,3.55,13,19,1,6,2,3,0,0,1,0,1,14,3,0,0,1,0,0,,,,,,,
2002,van,dogu,805176.25,1169,39538.75,15639,8,7,1,0,0,645,91,69,361,0,59,60,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.11,23,7,13,8,6,11,2.74,12,13,0,7,3,0,2,0,0,0,3,6,1,3,0,0,0,0,6,1,7,11,,,
2003,van,dogu,769002.375,1615,43975.625,15644.5,8,7,1,0,0,935,86,84,539,4,100,107,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.13,31,15,21,6,9,14,6.27,18,40,3,6,4,4,1,0,0,0,6,28,5,1,0,0,0,0,39,22,7,11,,,
2004,van,dogu,732828.5,1945,48412.5,15650,8,7,1,0,0,835,78,61,508,7,74,96,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,.12,18,15,24,5,11,14,6.3,31,28,4,16,6,2,2,0,1,0,2,18,6,0,1,0,0,0,39,22,7,11,.55000001,.1,0
2005,van,dogu,696654.625,2478,52849.375,15655.5,8,7,1,0,0,621,55,82,362,3,45,62,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.12,24,9,19,11,9,11,7.38,35,35,2,20,6,5,0,2,0,0,1,20,11,2,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,van,dogu,660480.75,2635,57286.25,15661,9,8,1,0,0,1106,56,120,689,34,83,109,15,0,1129,1106,11,13,18,20,11,4,2,1,1,6,26,26,5,2,14,15,54,51,2,1,11,7,1,2,0,0,0,1,454,321,0,0,1,0,28,17,112,114,310,310,0,0,0,0,0,0,0,0,0,0,68,195,0,0,,.17,42,29,30,8,12,10,9.359999999999999,28,62,3,11,5,3,2,0,0,1,8,35,10,3,1,0,1,0,39,22,7,11,.66666669,.30769232,0
2007,van,dogu,624306.875,3257,61723.125,15666.5,9,8,1,0,0,1354,82,92,578,234,99,227,42,0,1232,1354,17,23,34,40,4,4,1,0,1,3,19,20,6,4,19,21,53,124,4,5,4,0,4,2,2,4,1,0,269,198,1,2,0,0,21,15,184,192,531,512,0,0,0,0,0,0,0,0,0,0,57,185,0,0,,.17,36,21,32,8,14,15,4.83,19,28,1,11,5,0,0,1,1,0,6,12,5,3,1,0,0,0,5,0,0,11,.66666669,.30769232,0
2008,van,dogu,588133,3737,66160,15672,7,6,1,0,0,605,21,20,368,101,27,59,9,0,636,605,19,15,13,20,1,4,0,0,0,1,21,21,1,4,11,10,46,76,5,0,1,9,5,3,1,0,0,0,212,196,0,0,1,1,21,19,41,39,184,133,0,0,0,0,0,0,0,0,0,0,53,54,0,0,,.16,48,14,28,5,12,18,5.95,26,33,4,16,3,2,1,0,0,0,6,14,8,2,2,0,1,0,46,29,7,11,.66666669,.30769232,0
2009,van,dogu,601639,3136,70845,20596,7,5,2,0,0,700,46,50,219,185,25,116,15,44,655,700,10,12,18,15,2,0,2,1,1,1,17,15,1,10,6,12,65,44,3,3,5,4,0,0,2,0,1,1,221,219,0,0,0,0,15,20,4,4,221,259,0,0,0,0,0,0,0,0,0,0,59,78,2,2,20,.24,63,26,46,9,19,19,4.24,22,21,0,13,5,1,2,0,0,1,3,14,3,0,0,0,1,0,46,29,7,11,.34999999,0,0
2010,van,dogu,614070,3792,77921,22512,7,5,2,0,0,956,30,101,193,332,28,182,28,62,749,956,21,35,25,36,1,4,1,4,0,1,19,15,2,7,8,9,68,120,4,3,5,9,0,0,0,1,0,0,161,197,0,0,0,0,22,22,11,10,345,367,0,0,0,0,0,0,0,0,0,0,52,112,4,4,,.26,57,42,59,17,15,23,4.57,25,22,7,7,4,3,4,0,0,0,5,12,2,2,0,1,0,0,46,29,7,11,.64102566,.35897437,0
2011,van,dogu,618318,4044,82945,30206,7,5,2,0,0,861,58,130,228,220,27,127,18,53,720,861,20,44,31,34,3,2,2,4,1,1,11,14,3,7,3,0,80,98,0,3,5,8,0,0,0,2,0,0,294,297,0,0,0,0,15,22,13,15,161,161,13,9,0,0,0,0,0,0,0,0,65,140,0,0,,.24,64,33,37,10,26,16,5.05,23,29,2,8,4,5,2,2,0,0,4,13,5,1,3,1,1,0,4,0,0,11,.64102566,.35897437,0
2012,van,dogu,643137,4654,88136,33466,7,4,3,0,0,805,18,88,210,252,40,127,19,51,873,805,44,61,36,35,7,3,2,3,1,3,35,41,12,15,2,2,165,134,6,1,17,17,1,1,4,2,1,4,115,127,0,0,0,0,33,40,43,43,114,112,1,1,0,0,0,0,0,0,0,0,234,160,0,0,,.2,54,23,39,5,20,18,2.6,13,14,3,8,1,0,0,0,1,0,2,7,3,1,0,1,0,0,39,28,10,11,.64102566,.35897437,0
2013,van,dogu,660079,4873,91699,41284,6,4,2,0,0,1371,57,193,461,332,65,153,37,73,1282,1371,40,44,99,111,15,20,4,9,18,15,70,84,8,11,3,4,208,186,6,10,28,27,1,0,2,3,13,15,316,314,0,0,0,0,71,62,14,13,11,2,0,0,14,23,9,4,11,14,40,41,281,359,0,0,,.27,70,29,42,9,34,31,4.43,29,18,4,11,4,6,1,2,0,0,4,10,2,1,1,0,0,0,39,28,10,11,.64102566,.35897437,0
2014,van,dogu,679028,4533,96259,48390,6,4,2,0,0,1370,37,174,346,367,143,209,38,56,1153,1370,43,64,117,106,10,23,8,10,13,13,85,139,14,23,4,8,144,207,14,11,26,28,0,0,2,2,14,8,157,160,0,0,0,0,45,33,14,14,11,9,0,0,25,25,10,10,10,12,43,44,344,421,0,0,13,.31,73,39,55,12,51,34,3.9,26,16,3,12,1,3,3,0,4,0,2,6,5,3,0,0,0,0,39,28,10,11,.15384616,0,0
2015,van,dogu,694499,3887,99669,56746,6,4,2,0,0,1511,52,187,376,426,122,272,40,36,1151,1511,38,81,115,137,9,24,7,5,13,13,105,210,9,33,12,11,125,193,12,16,22,28,0,0,2,0,3,1,175,173,7,7,0,0,32,41,19,16,6,5,0,0,33,54,12,14,8,7,45,43,342,399,0,0,,.31,79,33,55,15,46,32,4.77,26,26,3,8,5,4,4,1,0,1,2,17,4,1,0,1,1,0,1,0,0,7,.61538464,.35897437,.025641026
2016,van,dogu,704515,4094,107955,61625,8,6,2,0,0,2055,55,259,546,569,204,351,69,2,2102,2055,58,62,201,170,12,24,21,17,13,12,240,219,36,35,21,19,170,289,27,25,53,46,0,1,0,0,0,1,232,206,4,4,0,0,89,68,10,12,0,8,0,0,78,65,16,10,20,15,46,49,755,698,0,0,,.3,75,38,57,13,40,28,4.46,23,26,3,8,6,1,2,3,0,0,3,14,3,2,3,1,0,0,43,27,8,12,.61538464,.35897437,.025641026
2017,van,dogu,715248,3845,110950,65717,7,5,2,0,0,2099,32,221,462,713,211,374,79,7,1877,2099,44,79,222,223,10,14,9,12,14,15,221,263,43,58,10,10,208,250,37,43,39,37,3,3,1,1,4,9,260,291,14,14,0,0,43,40,16,16,11,10,0,0,48,42,23,21,20,20,52,54,525,574,0,0,,.33,75,55,60,10,50,32,4.35,34,14,4,17,7,3,0,2,1,0,1,6,4,1,1,0,0,1,43,27,8,12,.61538464,.35897437,.025641026
2018,van,dogu,733349,3422,121431,71546,8,5,3,0,0,2447,46,222,434,864,328,424,116,13,1948,2447,30,71,267,278,9,35,16,20,18,20,249,373,38,63,5,10,186,244,30,26,43,45,1,1,1,1,4,1,326,406,9,10,0,0,57,58,13,15,16,15,0,0,43,56,31,32,18,21,14,14,519,631,5,1,,.36,79,71,72,10,38,45,4.48,36,14,1,9,16,3,6,0,1,0,2,9,2,0,1,0,0,0,3,0,0,5,.61538464,.35897437,.025641026
